462,三星,S7 edge ,1个月碎屏保至尊+（联通）,11240,199,1
51,小米,小米Note,1个月碎屏保至尊+（联通）,11240,199,1
52,小米,4c,1个月碎屏保至尊+（联通）,11240,199,1
53,小米,红米Note,1个月碎屏保至尊+（联通）,11240,199,1
54,苹果,iPhone5S,1个月碎屏保至尊+（联通）,11240,199,1
55,苹果,iPhone 5C,1个月碎屏保至尊+（联通）,11240,199,1
57,苹果,iPhone 5,1个月碎屏保至尊+（联通）,11240,199,1
59,苹果,iPhone 6,1个月碎屏保至尊+（联通）,11240,199,1
60,苹果,iPhone 6 Plus,1个月碎屏保至尊+（联通）,11240,199,1
61,苹果,iPhone 6S,1个月碎屏保至尊+（联通）,11240,199,1
62,苹果,iPhone 6S Plus,1个月碎屏保至尊+（联通）,11240,199,1
64,小米,米3,1个月碎屏保至尊+（联通）,11240,199,1
65,三星,Note 4,1个月碎屏保至尊+（联通）,11240,199,1
66,三星,Note 3,1个月碎屏保至尊+（联通）,11240,199,1
67,三星,S4,1个月碎屏保至尊+（联通）,11240,199,1
68,三星,S5,1个月碎屏保至尊+（联通）,11240,199,1
69,三星,S6,1个月碎屏保至尊+（联通）,11240,199,1
70,三星,S6 Edge,1个月碎屏保至尊+（联通）,11240,199,1
71,三星,A7,1个月碎屏保至尊+（联通）,11240,199,1
72,三星,A5,1个月碎屏保至尊+（联通）,11240,199,1
73,三星,A8,1个月碎屏保至尊+（联通）,11240,199,1
74,三星,E7,1个月碎屏保至尊+（联通）,11240,199,1
75,三星,A3,1个月碎屏保至尊+（联通）,11240,199,1
76,三星,J5008,1个月碎屏保至尊+（联通）,11240,199,1
77,三星,J7008,1个月碎屏保至尊+（联通）,11240,199,1
78,三星,G5109,1个月碎屏保至尊+（联通）,11240,199,1
79,三星,S6 EDGE +,1个月碎屏保至尊+（联通）,11240,199,1
80,三星,GALAXY Mega 2,1个月碎屏保至尊+（联通）,11240,199,1
81,三星,Note5,1个月碎屏保至尊+（联通）,11240,199,1
82,三星,Note EDGE,1个月碎屏保至尊+（联通）,11240,199,1
83,三星,Galaxy Active Neo,1个月碎屏保至尊+（联通）,11240,199,1
84,OPPO,R7S,1个月碎屏保至尊+（联通）,11240,199,1
85,OPPO,R7 plus,1个月碎屏保至尊+（联通）,11240,199,1
87,OPPO,R7,1个月碎屏保至尊+（联通）,11240,199,1
88,OPPO,A31,1个月碎屏保至尊+（联通）,11240,199,1
89,OPPO,A51KC,1个月碎屏保至尊+（联通）,11240,199,1
90,OPPO,R3005,1个月碎屏保至尊+（联通）,11240,199,1
92,OPPO,R3,1个月碎屏保至尊+（联通）,11240,199,1
93,OPPO,N3,1个月碎屏保至尊+（联通）,11240,199,1
94,OPPO,R5,1个月碎屏保至尊+（联通）,11240,199,1
95,酷派,大神x7,1个月碎屏保至尊+（联通）,11240,199,1
96,酷派,锋尚pro,1个月碎屏保至尊+（联通）,11240,199,1
98,酷派,铂顿,1个月碎屏保至尊+（联通）,11240,199,1
99,中兴,Q801u,1个月碎屏保至尊+（联通）,11240,199,1
100,中兴,axon天机至尊版,1个月碎屏保至尊+（联通）,11240,199,1
101,TCL,S830u,1个月碎屏保至尊+（联通）,11240,199,1
102,TCL,J730u,1个月碎屏保至尊+（联通）,11240,199,1
103,魅族,Pro5,1个月碎屏保至尊+（联通）,11240,199,1
104,魅族,MX5,1个月碎屏保至尊+（联通）,11240,199,1
105,魅族,MX4 Pro,1个月碎屏保至尊+（联通）,11240,199,1
106,魅族,魅族Note,1个月碎屏保至尊+（联通）,11240,199,1
107,魅族,魅蓝note2,1个月碎屏保至尊+（联通）,11240,199,1
116,华为,Mate 7,1个月碎屏保至尊+（联通）,11240,199,1
117,华为,荣耀4,1个月碎屏保至尊+（联通）,11240,199,1
118,华为,麦芒4,1个月碎屏保至尊+（联通）,11240,199,1
119,华为,荣耀7,1个月碎屏保至尊+（联通）,11240,199,1
120,华为,Mate S,1个月碎屏保至尊+（联通）,11240,199,1
122,华为,P6,1个月碎屏保至尊+（联通）,11240,199,1
123,华为,荣耀7 plus,1个月碎屏保至尊+（联通）,11240,199,1
124,华为,荣耀7i,1个月碎屏保至尊+（联通）,11240,199,1
125,华为,P8,1个月碎屏保至尊+（联通）,11240,199,1
126,华为,P8青春版,1个月碎屏保至尊+（联通）,11240,199,1
127,华为,C199,1个月碎屏保至尊+（联通）,11240,199,1
129,华为,荣耀4c,1个月碎屏保至尊+（联通）,11240,199,1
130,华为,荣耀 6 Plus,1个月碎屏保至尊+（联通）,11240,199,1
131,华为,荣耀 6,1个月碎屏保至尊+（联通）,11240,199,1
132,华为,荣耀4x,1个月碎屏保至尊+（联通）,11240,199,1
133,华为,P8 MAX,1个月碎屏保至尊+（联通）,11240,199,1
134,HTC,M8,1个月碎屏保至尊+（联通）,11240,199,1
135,HTC,M9,1个月碎屏保至尊+（联通）,11240,199,1
136,HTC,M9+,1个月碎屏保至尊+（联通）,11240,199,1
137,HTC,E9,1个月碎屏保至尊+（联通）,11240,199,1
138,HTC,E9+,1个月碎屏保至尊+（联通）,11240,199,1
139,HTC,826,1个月碎屏保至尊+（联通）,11240,199,1
140,HTC,820,1个月碎屏保至尊+（联通）,11240,199,1
141,HTC,626,1个月碎屏保至尊+（联通）,11240,199,1
142,Vivo,X5Pro,1个月碎屏保至尊+（联通）,11240,199,1
143,Vivo,Y927,1个月碎屏保至尊+（联通）,11240,199,1
144,Vivo,Y29L,1个月碎屏保至尊+（联通）,11240,199,1
145,Vivo,Y33,1个月碎屏保至尊+（联通）,11240,199,1
146,Vivo,Y37L,1个月碎屏保至尊+（联通）,11240,199,1
147,Vivo,X5max+,1个月碎屏保至尊+（联通）,11240,199,1
148,Vivo,X5max,1个月碎屏保至尊+（联通）,11240,199,1
149,Vivo,X5(V，S，L，F),1个月碎屏保至尊+（联通）,11240,199,1
150,Vivo,Xplay3s,1个月碎屏保至尊+（联通）,11240,199,1
151,Vivo,X5 M,1个月碎屏保至尊+（联通）,11240,199,1
152,Ipad,iPad  mini4,1个月碎屏保至尊+（联通）,11240,199,1
153,Ipad,iPad Air 2,1个月碎屏保至尊+（联通）,11240,199,1
154,Ipad,iPad Air,1个月碎屏保至尊+（联通）,11240,199,1
155,iPad,iPad 4,1个月碎屏保至尊+（联通）,11240,199,1
156,iPad,iPad Mini 3,1个月碎屏保至尊+（联通）,11240,199,1
157,iPad,iPad Mini 2,1个月碎屏保至尊+（联通）,11240,199,1
158,iPad,iPad Mini,1个月碎屏保至尊+（联通）,11240,199,1
179,HTC,816,1个月碎屏保至尊+（联通）,11240,199,1
180,HTC,One M9e,1个月碎屏保至尊+（联通）,11240,199,1
181,HTC,One M9s,1个月碎屏保至尊+（联通）,11240,199,1
182,HTC,E8,1个月碎屏保至尊+（联通）,11240,199,1
183,OPPO,Find 5,1个月碎屏保至尊+（联通）,11240,199,1
184,OPPO,Find 7,1个月碎屏保至尊+（联通）,11240,199,1
185,Vivo,Xshot,1个月碎屏保至尊+（联通）,11240,199,1
186,Vivo,X3V,1个月碎屏保至尊+（联通）,11240,199,1
187,Vivo,X6,1个月碎屏保至尊+（联通）,11240,199,1
188,Vivo,Y923,1个月碎屏保至尊+（联通）,11240,199,1
191,三星,Galaxy On5,1个月碎屏保至尊+（联通）,11240,199,1
192,三星,Galaxy On7,1个月碎屏保至尊+（联通）,11240,199,1
193,三星,G9280,1个月碎屏保至尊+（联通）,11240,199,1
194,华为,Mate 8,1个月碎屏保至尊+（联通）,11240,199,1
195,华为,荣耀畅玩5X,1个月碎屏保至尊+（联通）,11240,199,1
197,华为,P7,1个月碎屏保至尊+（联通）,11240,199,1
198,小米,红米NOTE3,1个月碎屏保至尊+（联通）,11240,199,1
199,小米,米4,1个月碎屏保至尊+（联通）,11240,199,1
200,酷派,5313S,1个月碎屏保至尊+（联通）,11240,199,1
201,酷派,锋尚Air,1个月碎屏保至尊+（联通）,11240,199,1
202,酷派,锋尚2,1个月碎屏保至尊+（联通）,11240,199,1
203,酷派,K1,1个月碎屏保至尊+（联通）,11240,199,1
204,酷派,大神F1,1个月碎屏保至尊+（联通）,11240,199,1
205,酷派,大神F2,1个月碎屏保至尊+（联通）,11240,199,1
206,酷派,Rogue,1个月碎屏保至尊+（联通）,11240,199,1
207,魅族,魅蓝note3,1个月碎屏保至尊+（联通）,11240,199,1
208,魅族,魅蓝2,1个月碎屏保至尊+（联通）,11240,199,1
209,魅族,MX4,1个月碎屏保至尊+（联通）,11240,199,1
211,iPad,iPad Pro,1个月碎屏保至尊+（联通）,11240,199,1
212,乐视,乐Max,1个月碎屏保至尊+（联通）,11240,199,1
213,乐视,乐1 Pro,1个月碎屏保至尊+（联通）,11240,199,1
214,乐视,乐1S,1个月碎屏保至尊+（联通）,11240,199,1
215,三星,其他,1个月碎屏保至尊+（联通）,11240,199,1
217,OPPO,其他,1个月碎屏保至尊+（联通）,11240,199,1
218,Vivo,其他,1个月碎屏保至尊+（联通）,11240,199,1
219,华为,其他,1个月碎屏保至尊+（联通）,11240,199,1
222,联通沃保,包年,1个月碎屏保至尊+（联通）,11240,199,1
223,联通沃保,包月,1个月碎屏保至尊+（联通）,11240,199,1
224,中兴,小鲜3,1个月碎屏保至尊+（联通）,11240,199,1
226,金立,S6,1个月碎屏保至尊+（联通）,11240,199,1
227,金立,M5高配版,1个月碎屏保至尊+（联通）,11240,199,1
229,金立,E8,1个月碎屏保至尊+（联通）,11240,199,1
230,金立,F303,1个月碎屏保至尊+（联通）,11240,199,1
231,金立,S5.1 Pro,1个月碎屏保至尊+（联通）,11240,199,1
232,金立,GNM5,1个月碎屏保至尊+（联通）,11240,199,1
233,金立,M3,1个月碎屏保至尊+（联通）,11240,199,1
234,金立,GNV188,1个月碎屏保至尊+（联通）,11240,199,1
235,HTC,A9w,1个月碎屏保至尊+（联通）,11240,199,1
236,Vivo,X6 plus,1个月碎屏保至尊+（联通）,11240,199,1
237,Vivo,Max v,1个月碎屏保至尊+（联通）,11240,199,1
238,Vivo,937,1个月碎屏保至尊+（联通）,11240,199,1
239,Vivo,Y35,1个月碎屏保至尊+（联通）,11240,199,1
240,Vivo,Y35a,1个月碎屏保至尊+（联通）,11240,199,1
241,Vivo,Y51,1个月碎屏保至尊+（联通）,11240,199,1
242,Vivo,Y51 a,1个月碎屏保至尊+（联通）,11240,199,1
243,Vivo,X6 plus v,1个月碎屏保至尊+（联通）,11240,199,1
244,OPPO,R7c,1个月碎屏保至尊+（联通）,11240,199,1
245,OPPO,A31c,1个月碎屏保至尊+（联通）,11240,199,1
246,OPPO,A33,1个月碎屏保至尊+（联通）,11240,199,1
247,OPPO,A33 m,1个月碎屏保至尊+（联通）,11240,199,1
248,OPPO,A51,1个月碎屏保至尊+（联通）,11240,199,1
249,OPPO,R7s m,1个月碎屏保至尊+（联通）,11240,199,1
250,OPPO,R7plus m,1个月碎屏保至尊+（联通）,11240,199,1
251,OPPO,R7s plus,1个月碎屏保至尊+（联通）,11240,199,1
252,OPPO,R7 plus m+,1个月碎屏保至尊+（联通）,11240,199,1
253,OPPO,A53,1个月碎屏保至尊+（联通）,11240,199,1
254,华为,畅想5,1个月碎屏保至尊+（联通）,11240,199,1
255,华为,畅想5s,1个月碎屏保至尊+（联通）,11240,199,1
256,摩托罗拉,xt 1570,1个月碎屏保至尊+（联通）,11240,199,1
257,三星,GALAXY A5,1个月碎屏保至尊+（联通）,11240,199,1
258,三星,A9000,1个月碎屏保至尊+（联通）,11240,199,1
269,小米,米5,1个月碎屏保至尊+（联通）,11240,199,1
270,三星,G7200,1个月碎屏保至尊+（联通）,11240,199,1
271,Vivo,Y623,1个月碎屏保至尊+（联通）,11240,199,1
272,华为,Ascend G7,1个月碎屏保至尊+（联通）,11240,199,1
273,魅族,MX3,1个月碎屏保至尊+（联通）,11240,199,1
274,中兴,G720c,1个月碎屏保至尊+（联通）,11240,199,1
275,尚峰,S6,1个月碎屏保至尊+（联通）,11240,199,1
276,酷比,H3,1个月碎屏保至尊+（联通）,11240,199,1
277,OPPO,A30,1个月碎屏保至尊+（联通）,11240,199,1
278,联想,乐檬X3,1个月碎屏保至尊+（联通）,11240,199,1
280,HTC,X9,1个月碎屏保至尊+（联通）,11240,199,1
281,小米,2A,1个月碎屏保至尊+（联通）,11240,199,1
282,酷比,T520,1个月碎屏保至尊+（联通）,11240,199,1
283,酷比,X7,1个月碎屏保至尊+（联通）,11240,199,1
284,酷比,M2,1个月碎屏保至尊+（联通）,11240,199,1
285,酷比,M3,1个月碎屏保至尊+（联通）,11240,199,1
286,酷比,S2,1个月碎屏保至尊+（联通）,11240,199,1
287,酷比,X903S,1个月碎屏保至尊+（联通）,11240,199,1
288,酷比,H1S,1个月碎屏保至尊+（联通）,11240,199,1
289,酷比,H2,1个月碎屏保至尊+（联通）,11240,199,1
290,酷比,M1L,1个月碎屏保至尊+（联通）,11240,199,1
291,酷比,S3,1个月碎屏保至尊+（联通）,11240,199,1
292,酷比,H6,1个月碎屏保至尊+（联通）,11240,199,1
294,酷比,H5,1个月碎屏保至尊+（联通）,11240,199,1
295,酷比,H7,1个月碎屏保至尊+（联通）,11240,199,1
296,奥乐,AR5,1个月碎屏保至尊+（联通）,11240,199,1
297,三星,G5500,1个月碎屏保至尊+（联通）,11240,199,1
298,三星,Galaxy J3,1个月碎屏保至尊+（联通）,11240,199,1
299,酷派,锋尚MAX,1个月碎屏保至尊+（联通）,11240,199,1
300,魅族,魅蓝,1个月碎屏保至尊+（联通）,11240,199,1
301,联想,PHAB,1个月碎屏保至尊+（联通）,11240,199,1
302,联想,乐檬K5 Note,1个月碎屏保至尊+（联通）,11240,199,1
303,联想,VIBE Shot,1个月碎屏保至尊+（联通）,11240,199,1
304,联想,VIBE Z2 ,1个月碎屏保至尊+（联通）,11240,199,1
305,三星,Galaxy J7,1个月碎屏保至尊+（联通）,11240,199,1
306,联想,PHAB Plus,1个月碎屏保至尊+（联通）,11240,199,1
307,联想,K80,1个月碎屏保至尊+（联通）,11240,199,1
308,联想,VIBE Z2w,1个月碎屏保至尊+（联通）,11240,199,1
309,联想,笋尖S60t,1个月碎屏保至尊+（联通）,11240,199,1
310,联想,乐檬K3,1个月碎屏保至尊+（联通）,11240,199,1
311,三星,GALAXY K Zoom,1个月碎屏保至尊+（联通）,11240,199,1
312,三星,Galaxy K Zoom,1个月碎屏保至尊+（联通）,11240,199,1
313,联想,黄金斗士A8,1个月碎屏保至尊+（联通）,11240,199,1
314,三星,Galaxy Note 3 Lite,1个月碎屏保至尊+（联通）,11240,199,1
315,三星,Galaxy Grand 2,1个月碎屏保至尊+（联通）,11240,199,1
316,三星,Galaxy Core Max,1个月碎屏保至尊+（联通）,11240,199,1
317,三星,Galaxy Core Prime,1个月碎屏保至尊+（联通）,11240,199,1
319,三星,Galaxy Grand Prime,1个月碎屏保至尊+（联通）,11240,199,1
320,朵唯,L5 Plus,1个月碎屏保至尊+（联通）,11240,199,1
321,朵唯,L5 Pro,1个月碎屏保至尊+（联通）,11240,199,1
322,三星,G3818,1个月碎屏保至尊+（联通）,11240,199,1
324,三星,Galsxy Mega Plus,1个月碎屏保至尊+（联通）,11240,199,1
325,三星,G3588V,1个月碎屏保至尊+（联通）,11240,199,1
326,联想,乐檬K3 Note,1个月碎屏保至尊+（联通）,11240,199,1
329,小米,红米Note2,1个月碎屏保至尊+（联通）,11240,199,1
330,联想,A788t,1个月碎屏保至尊+（联通）,11240,199,1
331,联想,黄金斗士S8,1个月碎屏保至尊+（联通）,11240,199,1
332,联想,S810t,1个月碎屏保至尊+（联通）,11240,199,1
333,小米,红米1S,1个月碎屏保至尊+（联通）,11240,199,1
334,联想,黄金斗士Note8,1个月碎屏保至尊+（联通）,11240,199,1
335,小米,红米2,1个月碎屏保至尊+（联通）,11240,199,1
336,联想,黄金斗士S8畅玩,1个月碎屏保至尊+（联通）,11240,199,1
337,联想,笋尖S90,1个月碎屏保至尊+（联通）,11240,199,1
338,中兴,威武3,1个月碎屏保至尊+（联通）,11240,199,1
339,中兴,星星2号,1个月碎屏保至尊+（联通）,11240,199,1
340,中兴,Geek,1个月碎屏保至尊+（联通）,11240,199,1
341,中兴,星星2号活力版,1个月碎屏保至尊+（联通）,11240,199,1
342,OPPO,R6007,1个月碎屏保至尊+（联通）,11240,199,1
343,中兴,星星1号,1个月碎屏保至尊+（联通）,11240,199,1
344,中兴,V5 MAX,1个月碎屏保至尊+（联通）,11240,199,1
345,中兴,V5S,1个月碎屏保至尊+（联通）,11240,199,1
346,中兴,Blade A1,1个月碎屏保至尊+（联通）,11240,199,1
347,中兴,A880,1个月碎屏保至尊+（联通）,11240,199,1
348,OPPO,3007,1个月碎屏保至尊+（联通）,11240,199,1
349,中兴,小鲜2,1个月碎屏保至尊+（联通）,11240,199,1
350,中兴,V5,1个月碎屏保至尊+（联通）,11240,199,1
351,中兴,V5 MAX,1个月碎屏保至尊+（联通）,11240,199,1
352,中兴,青漾2,1个月碎屏保至尊+（联通）,11240,199,1
353,OPPO,3000,1个月碎屏保至尊+（联通）,11240,199,1
354,中兴,Grand Memo,1个月碎屏保至尊+（联通）,11240,199,1
355,中兴,星星1号,1个月碎屏保至尊+（联通）,11240,199,1
356,中兴,Blade S6 Lux,1个月碎屏保至尊+（联通）,11240,199,1
358,中兴,Memo 5S,1个月碎屏保至尊+（联通）,11240,199,1
360,OPPO,R831T,1个月碎屏保至尊+（联通）,11240,199,1
361,中兴,U960E,1个月碎屏保至尊+（联通）,11240,199,1
362,中兴,中兴醉享,1个月碎屏保至尊+（联通）,11240,199,1
363,中兴,Q7-C,1个月碎屏保至尊+（联通）,11240,199,1
364,中兴,Blade S6,1个月碎屏保至尊+（联通）,11240,199,1
365,中兴,DM ,1个月碎屏保至尊+（联通）,11240,199,1
366,OPPO, R831S,1个月碎屏保至尊+（联通）,11240,199,1
367,OPPO,A11,1个月碎屏保至尊+（联通）,11240,199,1
368,奇酷,青春版,1个月碎屏保至尊+（联通）,11240,199,1
369,OPPO,1105,1个月碎屏保至尊+（联通）,11240,199,1
370,OPPO,1100,1个月碎屏保至尊+（联通）,11240,199,1
371,Vivo,Y27,1个月碎屏保至尊+（联通）,11240,199,1
372,Vivo,X3V,1个月碎屏保至尊+（联通）,11240,199,1
373,Vivo,X3F,1个月碎屏保至尊+（联通）,11240,199,1
374,Vivo,Y23L,1个月碎屏保至尊+（联通）,11240,199,1
375,Vivo,Y13iL,1个月碎屏保至尊+（联通）,11240,199,1
376,Vivo,Y31A,1个月碎屏保至尊+（联通）,11240,199,1
377,华为,Ascend P7,1个月碎屏保至尊+（联通）,11240,199,1
378,华为,Mate 2,1个月碎屏保至尊+（联通）,11240,199,1
379,华为,B199,1个月碎屏保至尊+（联通）,11240,199,1
380,锤子科技,坚果手机,1个月碎屏保至尊+（联通）,11240,199,1
381,锤子科技,文艺青年版,1个月碎屏保至尊+（联通）,11240,199,1
382,华为,Ascend G6,1个月碎屏保至尊+（联通）,11240,199,1
383,锤子科技,坚果U1,1个月碎屏保至尊+（联通）,11240,199,1
384,华为,C8816,1个月碎屏保至尊+（联通）,11240,199,1
385,朵唯,倾城L3C,1个月碎屏保至尊+（联通）,11240,199,1
386,朵唯,倾城L1,1个月碎屏保至尊+（联通）,11240,199,1
387,华为,G629,1个月碎屏保至尊+（联通）,11240,199,1
388,朵唯,L6,1个月碎屏保至尊+（联通）,11240,199,1
389,华为,Ascend GX1,1个月碎屏保至尊+（联通）,11240,199,1
390,朵唯,ISuper S3,1个月碎屏保至尊+（联通）,11240,199,1
391,朵唯,L5 mini,1个月碎屏保至尊+（联通）,11240,199,1
392,华为,Y600D,1个月碎屏保至尊+（联通）,11240,199,1
393,朵唯,懂小姐C9,1个月碎屏保至尊+（联通）,11240,199,1
394,华为,Ascend P6 S,1个月碎屏保至尊+（联通）,11240,199,1
395,朵唯,逆客,1个月碎屏保至尊+（联通）,11240,199,1
396,朵唯,倾城L1 mini,1个月碎屏保至尊+（联通）,11240,199,1
397,华为,C8818,1个月碎屏保至尊+（联通）,11240,199,1
398,朵唯,T90,1个月碎屏保至尊+（联通）,11240,199,1
399,朵唯,T35,1个月碎屏保至尊+（联通）,11240,199,1
400,华为,Y635-CL00,1个月碎屏保至尊+（联通）,11240,199,1
401,朵唯,T21 ,1个月碎屏保至尊+（联通）,11240,199,1
402,华为,G620,1个月碎屏保至尊+（联通）,11240,199,1
403,华为,G628,1个月碎屏保至尊+（联通）,11240,199,1
404,华为,C8817E,1个月碎屏保至尊+（联通）,11240,199,1
