462,三星,S7 edge ,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
51,小米,小米Note,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
52,小米,4c,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
53,小米,红米Note,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
54,苹果,iPhone5S,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
55,苹果,iPhone 5C,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
57,苹果,iPhone 5,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
59,苹果,iPhone 6,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
60,苹果,iPhone 6 Plus,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
61,苹果,iPhone 6S,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
62,苹果,iPhone 6S Plus,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
64,小米,米3,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
65,三星,Note 4,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
66,三星,Note 3,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
67,三星,S4,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
68,三星,S5,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
69,三星,S6,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
70,三星,S6 Edge,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
71,三星,A7,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
72,三星,A5,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
73,三星,A8,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
74,三星,E7,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
75,三星,A3,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
76,三星,J5008,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
77,三星,J7008,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
78,三星,G5109,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
79,三星,S6 EDGE +,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
80,三星,GALAXY Mega 2,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
81,三星,Note5,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
82,三星,Note EDGE,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
83,三星,Galaxy Active Neo,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
84,OPPO,R7S,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
85,OPPO,R7 plus,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
87,OPPO,R7,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
88,OPPO,A31,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
89,OPPO,A51KC,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
90,OPPO,R3005,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
92,OPPO,R3,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
93,OPPO,N3,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
94,OPPO,R5,1个月碎屏保至尊+（联通）,11240,199,1,0,1200
